11	11	2	23.168854125237527	0.05263157894736842	1	440.208228379513
11	11	2	92.95886524822696	0.125	2	743.6709219858157
11	11	2	44.81381285125114	0.10526315789473684	2	425.7312220868859
11	11	2	85.16007471777795	0.14285714285714285	2	596.1205230244457
11	11	2	41.75929908403026	0.06666666666666667	1	626.389486260454
11	11	2	0.0	0.0	0	836.1850079744817
11	11	2	64.79090459713296	0.11764705882352941	2	550.7226890756302
11	11	2	45.5466944661628	0.1111111111111111	2	409.9202501954652
22	22	4	26.91762289821589	0.06666666666666667	2	403.76434347323834
22	22	4	40.30388115348765	0.12903225806451613	4	312.35507893952934
22	22	4	24.292836623111857	0.09090909090909091	3	267.2212028542304
22	22	4	27.81294925864035	0.1111111111111111	4	250.31654332776318
22	22	4	20.49400957685918	0.06666666666666667	2	307.4101436528877
22	22	4	63.56161726374492	0.14814814814814814	4	429.04091653027825
22	22	4	28.735982460948208	0.1	3	287.3598246094821
22	22	4	29.067898724819813	0.10714285714285714	3	271.30038809831825
44	44	8	17.458081165452654	0.08	4	218.22601456815818
44	44	8	26.07911459304856	0.13333333333333333	6	195.5933594478642
44	44	8	26.075158652794077	0.11627906976744186	5	224.24636441402907
44	44	8	30.9307611188543	0.10256410256410256	4	301.5749209088294
44	44	8	14.183170794389362	0.06382978723404255	3	222.20300911210003
44	44	8	9.15095582812984	0.04081632653061224	2	224.1984177891811
44	44	8	23.46437522377372	0.125	6	187.71500179018977
44	44	8	16.351042430101828	0.07692307692307693	4	212.56355159132374
88	88	16	27.56643519474813	0.11864406779661017	7	232.34566807001994
88	88	16	11.087008469289573	0.05084745762711865	3	218.04449989602827
88	88	16	21.642956658743074	0.1016949152542373	6	212.82240714430688
88	88	16	22.986518184010347	0.10344827586206896	6	222.20300911210003
88	88	16	24.38095238095238	0.10714285714285714	6	227.55555555555554
88	88	16	22.028907563025207	0.10714285714285714	6	205.60313725490195
88	88	16	21.95773602967572	0.11475409836065574	7	191.34598540145984
88	88	16	13.8997461508381	0.06451612903225806	4	215.44606533799055
176	176	32	19.843890899628605	0.06349206349206349	4	312.5412816691505
176	176	32	20.119750368163785	0.06349206349206349	4	316.88606829857963
176	176	32	49.61794350068613	0.14285714285714285	9	347.3256045048029
176	176	32	49.554631379962196	0.125	8	396.43705103969756
176	176	32	45.13498622589532	0.140625	9	320.95990205081114
176	176	32	41.6231659695242	0.12698412698412698	8	327.7824320100031
176	176	32	25.895081278978594	0.06349206349206349	4	407.8475301439129
176	176	32	34.74341108754923	0.109375	7	317.6540442290215
352	352	64	130.31381055676067	0.171875	11	758.1894432393348
352	352	64	74.37613488975356	0.109375	7	680.0103761348897
